All,ಎಲ್ಲಾ
"This page no longer exists.","ಈ ಪುಟವು ಈಗ ಅಸ್ತಿತ್ವದಲ್ಲಿರುವುದಿಲ್ಲ."
"Edit Page","ಪುಟವನ್ನು ಸಂಪಾದಿಸಿ"
"New Page","ಹೊಸ ಪುಟ"
Pages,ಪುಟಗಳು
"Something went wrong while saving the page.","ಪುಟವನ್ನು ಉಳಿಸುವಲ್ಲಿ ಏನೋ ತೊಂದರೆಯಾಗಿದೆ."
"A total of %1 record(s) have been disabled.","ಒಟ್ಟು %1 ದಾಖಲೆ(ಗಳು) ಯನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ."
"A total of %1 record(s) have been enabled.","ಒಟ್ಟು %1 ದಾಖಲೆ(ಗಳು) ಯನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ."
"Page Title","ಪುಟದ ಶೀರ್ಷಿಕೆ"
"You saved the page.","ನೀವು ಪುಟವನ್ನು ಉಳಿಸಿದ್ದೀರಿ."
"You duplicated the page.","ನೀವು ಪುಟವನ್ನು ನಕಲಿಸಿದ್ದೀರಿ."
"Wrong request.","ತಪ್ಪಾದ ವಿನಂತಿ."
"The CMS block with the ""%1"" ID doesn't exist.","""%1"" ID ಜೊತೆಗಿನ CMS ಬ್ಲಾಕ್ ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ."
"Enabled by Default","ಪೂರ್ವನಿಯೋಜಿತವಾಗಿ ಸಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ"
"Disabled by Default","ಪೂರ್ವನಿಯೋಜಿತವಾಗಿ ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ"
"Disabled Completely","ಪೂರ್ಣವಾಗಿ ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ"
"The CMS page with the ""%1"" ID doesn't exist.","""%1"" ID ಜೊತೆಗಿನ CMS ಪುಟ ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ."
"Could not save the page: %1","ಪುಟ %1 ಅನ್ನು ಉಳಿಸಲಾಗಲಿಲ್ಲ"
"Could not delete the page: %1","ಪುಟ %1 ಅನ್ನು ಅಳಿಸಲಾಗಲಿಲ್ಲ"
"Privacy and Cookie Policy","ಗೌಪ್ಯತೆ ಮತ್ತು ಕುಕೀ ನಿಬಂಧನೆಗಳು"
"Error message","ದೋಷದ ಸಂದೇಶ"
"Oh no. That isn't right.","ಅಯ್ಯೋ ಇಲ್ಲ. ಅದು ಸರಿಯಲ್ಲ."
"Invalid format","ಅಸಿಂಧುವಾದ ಮಾದರಿ"
"Are you sure you want to delete a %1 record?","%1 ದಾಖಲೆಯನ್ನು ಅಳಿಸಲು ಬಯಸುವಿರಾ?"
View,ನೋಟ
"No files found","ಯಾವುದೇ ಕಡತ ಕಂಡುಬಂದಿಲ್ಲ"
"Upload Images","ಚಿತ್ರಗಳನ್ನು ಅಪ್ಲೋಡ್ ಮಾಡಿ"
"Save Page","ಪುಟ ಉಳಿಸಿ"
"Edit Page Design","ಪುಟದ ವಿನ್ಯಾಸವನ್ನು ಸಂಪಾದಿಸಿ"
"Media Gallery",ಚಿತ್ರಾಂಗಣ
"Content Management","ವಿಷಯ ನಿರ್ವಹಣೆ"
"CMS Home Page","CMS ಮುಖಪುಟ"
"Default Page Layout","ನಿಯೋಜಿತ ಪುಟದ ವಿನ್ಯಾಸ"
"WYSIWYG Options","WYSIWYG ಆಯ್ಕೆಗಳು"
"Enable WYSIWYG Editor","WYSIWYG ಸಂಪಾದಕವನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ"
"CMS Page Link","CMS ಪುಟದ ಕೊಂಡಿ"
"Link to a CMS Page","CMS ಪುಟಕ್ಕೆ ಕೊಂಡಿ"
"CMS Page","CMS ಪುಟ"
"Select Page...","ಪುಟವನ್ನು ಆರಿಸಿ..."
Block,ಬ್ಲಾಕ್‍
"Select Block...","ಬ್ಲಾಕ್ ಅನ್ನು ಆರಿಸಿ..."
"Enable Block","ಬ್ಲಾಕ್ ಅನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ"
"Block Title","ಬ್ಲಾಕ್ ಶೀರ್ಷಿಕೆ"
"Are you sure you want to delete selected items?","ಆಯ್ಕೆಮಾಡಿದ ವಸ್ತುಗಳನ್ನು ಅಳಿಸಲು ಬಯಸುವಿರಾ?"
"Page Information","ಪುಟದ ಮಾಹಿತಿ"
"Enable Page","ಪುಟವನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ"
"Page in Websites","ಜಾಲತಾಣಗಳಲ್ಲಿನ ಪುಟ"
"New Layout","ಹೊಸ ವಿನ್ಯಾಸ"
"""Page id should be specified","""Page id ನಮೂದನ್ನು ಸೂಚಿಸಲೇ ಬೇಕು"
"Update Name","ನವೀಕರಣದ ಹೆಸರು"
"CMS Pages","CMS ಪುಟಗಳು"
"CMS Blocks","CMS ಬ್ಲಾಕ್‍ಗಳು"
"Delete Customer","ಗ್ರಾಹಕರನ್ನು ಅಳಿಸಿ"
"Delete Company","ಸಂಸ್ಥೆಯನ್ನು ಅಳಿಸಿ"
Companies,ಸಂಸ್ಥೆಗಳು
"Add New Company","ಹೊಸ ಸಂಸ್ಥೆಯನ್ನು ಸೇರಿಸಿ"
"Company Name:","ಸಂಸ್ಥೆಯ ಹೆಸರು:"
"Company Legal Name:","ಸಂಸ್ಥೆಯ ಕಾನೂನುಬದ್ಧ ಹೆಸರು:"
"Company Email:","ಸಂಸ್ಥೆಯ ಮಿಂಚೆ:"
"Re-seller ID:","ಮರುಮಾರಾಟಗಾರರ ಐಡಿ:"
"Street Address:","ಬೀದಿ ವಿಳಾಸ:"
City:,ನಗರ:
Country:,ದೇಶ:
State/Province:,ರಾಜ್ಯ:
"ZIP/Postal Code:","ಪಿನ್ ಕೋಡ್:"
"Phone Number:","ದೂರವಾಣಿ ಸಂಖ್ಯೆ:"
"Job Title:","ಹುದ್ದೆಯ ಹೆಸರು:"
"Email Address:","ಮಿಂಚೆ ವಿಳಾಸ:"
Prefix:,ಪೂರ್ವಪ್ರತ್ಯಯ:
"First Name:","ಮೊದಲ ಹೆಸರು:"
"Middle Name/Initial:","ಮಧ್ಯದ ಹೆಸರು/ಇನಿಶಿಯಲ್ಲು:"
"Last Name:","ಕೊನೆಯ ಹೆಸರು:"
Suffix:,"ಅಂತ್ಯ ಪ್ರತ್ಯಯ:"
Gender:,ಲಿಂಗ:
Duplicated,ನಕಲಿಸಿದೆ
"Company Structure","ಸಂಸ್ಥೆಯ ರಚನೆ"
"New Company","ಹೊಸ ಸಂಸ್ಥೆ"
"Thank you! We're reviewing your request and will contact you soon","ಧನ್ಯವಾದಗಳು! ನಾವು ನಿಮ್ಮ ವಿನಂತಿಯನ್ನು ಪರಿಶೀಲಿಸುತ್ತಿದ್ದೇವೆ ಮತ್ತು ಶೀಘ್ರದಲ್ಲಿ ನಿಮ್ಮನ್ನು ಸಂಪರ್ಕಿಸುತ್ತೇವೆ"
"Create New Company","ಹೊಸ ಸಂಸ್ಥೆಯನ್ನು ರಚಿಸಿ"
"A total of %1 record(s) were updated.","ಒಟ್ಟು %1 ದಾಖಲೆ(ಗಳು) ಯನ್ನು ಪರಿಷ್ಕರಿಸಲಾಗಿದೆ."
"Something went wrong. Please try again later.","ಏನೋ ದೋಷವುಂಟಾಗಿದೆ. ದಯವಿಟ್ಟು ನಂತರ ಮತ್ತೊಮ್ಮೆ ಪ್ರಯತ್ನಿಸಿ."
"You have deleted company %companyName.","ನೀವು %ccompanyName ಸಂಸ್ಥೆಯನ್ನು ಅಳಿಸಿದ್ದೀರಿ."
"The company no longer exists.","ಸಂಸ್ಥೆಯು ಅಸ್ತಿತ್ವದಲ್ಲಿಲ್ಲ."
"The requested company is not found","ವಿನಂತಿಸಿದ ಸಂಸ್ಥೆಯು ಕಂಡುಬಂದಿಲ್ಲ"
"can not be saved",ಉಳಿಸಲಾಗುವುದಿಲ್ಲ
"A total of %1 record(s) were deleted.","ಒಟ್ಟು %1 ದಾಖಲೆ(ಗಳು) ಯನ್ನು ಅಳಿಸಲಾಗಿದೆ."
"Could not save company","ಸಂಸ್ಥೆಯನ್ನು ಉಳಿಸಲಾಗಲಿಲ್ಲ"
"You have saved company %companyName.","ನೀವು %ccompanyName ಸಂಸ್ಥೆಯನ್ನು ಉಳಿಸಿದ್ದೀರಿ."
"You have created company %companyName.","ನೀವು %ccompanyName ಸಂಸ್ಥೆಯನ್ನು ರಚಿಸಿದ್ದೀರಿ."
"You have accepted the invitation to the company","ನೀವು ಸಂಸ್ಥೆಯ ಆಹ್ವಾನವನ್ನು ಅಂಗೀರಕರಿಸಿದ್ದೀರಿ"
"You are not allowed to do this.","ಇದನ್ನು ಮಾಡಲು ನಿಮಗೆ ಅನುಮತಿ ಇಲ್ಲ."
"Cannot create the customer.","ಗ್ರಾಹಕರನ್ನು ರಚಿಸಲು ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ."
"The customer was successfully created.","ಗ್ರಾಹಕರನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ."
"You cannot delete yourself.","ನೀವು ನಿಮ್ಮನ್ನೇ ಅಳಿಸಿಕೊಳ್ಳಲು ಸಾಧ್ಯವಿಲ್ಲ."
"Cannot delete this user.","ಈ ಬಳಕೆದಾರರನ್ನು ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ."
"%1's account has been set to Inactive.","%1 ರವರ ಖಾತೆಯನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲಾಗಿದೆ."
"The customer was successfully deleted.","ಗ್ರಾಹಕರನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ."
"The customer was successfully updated.","ಗ್ರಾಹಕರನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಪರಿಷ್ಕರಿಸಲಾಗಿದೆ."
"Company Profile","ಸಂಸ್ಥೆಯ ಕಿರುಪರಿಚಯ"
"You must fill in all required fields before you can continue.","ನೀವು ಮುಂದುವರೆಯುವ ಮುನ್ನ ನೀವು ಇಲ್ಲಾ ಅಗತ್ಯವಿರುವ ವಿವರಗಳನ್ನು ನಮೂದಿಸಲೇಬೇಕು."
"Bad Request","ಕೆಟ್ಟ ವಿನಂತಿ"
"You have deleted role %companyRoleName.","ನೀವು %ccompanyName ಹುದ್ದೆಯನ್ನು ಅಳಿಸಿದ್ದೀರಿ."
"Add New Role","ಹೊಸ ಹುದ್ದೆಯನ್ನು ಸೇರಿಸಿ"
"Edit Role","ಹುದ್ದೆಯನ್ನು ಸಂಪಾದಿಸಿ"
"Roles and Permissions","ಹುದ್ದೆಗಳು ಮತ್ತು ಅನುಮತಿಗಳು"
"The item was successfully moved.","ತಂಡವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಸರಿಸಲಾಗಿದೆ."
"The team was successfully deleted.","ತಂಡವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ."
"The team was successfully updated.","ತಂಡವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಪರಿಷ್ಕರಿಸಲಾಗಿದೆ."
"The team was successfully created.","ತಂಡವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ."
"Company Users","ಸಂಸ್ಥೆಯ ಬಳಕೆದಾರರು"
"A customer with the same email already assigned to company.","ಇದೇ ಮಿಂಚೆಯಿಂದ ಗ್ರಾಹಕರೊಬ್ಬರು ಸಂಸ್ಥೆಗೆ ನಿಯೋಜನೆಗೊಂಡಿದ್ದಾರೆ."
"Pending Approval","ಬಾಕಿಯಿರುವ ಅನುಮೋದನೆ"
Rejected,ನಿರಾಕರಿಸಲಾಗಿದೆ
Blocked,ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ
"Cannot delete company with id %1","%1 ಐಡಿ ಜೊತೆಗಿನ ಸಂಸ್ಥೆಯನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ"
"Company admin","ಸಂಸ್ಥೆಯ ನಿರ್ವಾಹಕ"
"Company user","ಸಂಸ್ಥೆಯ ಬಳಕೆದಾರರು"
"Individual user","ಅಸಿಂಧುವಾದ ಬಳಕೆದಾರರು"
"""%fieldName"" is required. Enter and try again.","""%fieldName"" ಅಗತ್ಯವಿದೆ. ನಮೂದಿನ ಮತ್ತು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ."
"Cannot delete role with id %1","%1 ಐಡಿ ಜೊತೆಗಿನ ಹುದ್ದೆಯನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ"
"Could not save company: %1","ಸಂಸ್ಥೆ %1 ಅನ್ನು ಉಳಿಸಲಾಗಲಿಲ್ಲ"
"Could not create team","ತಂಡವನ್ನು ರಚಿಸಲಾಗಲಿಲ್ಲ"
"Could not update team","ತಂಡವನ್ನು ಪರಿಷ್ಕರಿಸಲಾಗಲಿಲ್ಲ"
"Cannot delete team with id %1","%1 ಐಡಿ ಜೊತೆಗಿನ ತಂಡವನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ"
"You cannot assign multiple roles to a user.","ನೀವು ಬಳಕೆದಾರರೊಬ್ಬರಿಗೆ ಬಹು ಹುದ್ದೆಗಳನ್ನು ಅನ್ವಯಿಸಲಾಗುವುದಿಲ್ಲ."
"Invalid login or password.","ಅಸಿಂಧುವಾದ ಲಾಗಿನ್ ಅಥವಾ ಗುಪ್ತಪದ."
"This account is locked.","ಖಾತೆಯನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ."
"Something went wrong","ಏನೋ ತೊಂದರೆಯಾಗಿದೆ"
" - Duplicated"," ನಕಲಿಸಿದೆ"
"Exception message","Exception ಸಂದೇಶ"
test,ಪರೀಕ್ಷೆ
"error message","ದೋಷದ ಸಂದೇಶ"
"Could not save role","ಹುದ್ದೆಯನ್ನು ಉಳಿಸಲಾಗಲಿಲ್ಲ"
"Cannot delete team","ತಂಡವನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ"
"Role Name","ಹುದ್ದೆಯ ಹೆಸರು"
"Role Name 15","ಹುದ್ದೆಯ ಹೆಸರು 15"
Duplicate,ನಕಲಿಸಿ
"Company Name","ಸಂಸ್ಥೆಯ ಹೆಸರು"
"Customer Type:","ಗ್ರಾಹಕರ ವಿಧ:"
Company:,ಸಂಸ್ಠೆ:
"User Role","ಬಳಕೆದಾರರ ಹುದ್ದೆ"
"User Roles","ಬಳಕೆದಾರರ ಹುದ್ದೆಗಳು"
"Company Information","ಸಂಸ್ಥೆಯ ಮಾಹಿತಿ"
"Company Legal Name","ಸಂಸ್ಥೆಯ ಕಾನೂನುಬದ್ಧ ಹೆಸರು"
"Company Email","ಸಂಸ್ಥೆಯ ಮಿಂಚೆ"
"Re-seller ID","ಮರುಮಾರಾಟಗಾರರ ಐಡಿ"
"Legal Address","ಕಾನೂನಾತ್ಮಕ ವಿಳಾಸ"
"Phone Number","ದೂರವಾಣಿ ಸಂಖ್ಯೆ"
"Company Administrator","ಸಂಸ್ಥೆಯ ಆಡಳಿತಾಧಿಕಾರಿ"
"Job Title","ಹುದ್ದೆಯ ಹೆಸರು"
"New Company Account","ಸಂಸ್ಥೆಯ ಹೊಸ ಖಾತೆ"
"Create a Company Account","ಸಂಸ್ಥೆಯ ಖಾತೆಯೊಂದನ್ನು ರಚಿಸಿ"
"Business Structure","ಉದ್ಯಮದ ಸ್ವರೂಪ"
"Add User","ಬಳಕೆದಾರರನ್ನು ಸೇರಿಸಿ"
"Add Team","ತಂಡವನ್ನು ಸೇರಿಸಿ"
"Edit Selected","ಆರಿಸಿದುದನ್ನು ಸಂಪಾದಿಸಿ"
"Team Title","ತಂಡದ ಶೀರ್ಷಿಕೆ"
"You don't have a company account yet.","ನೀವು ಸಂಸ್ಥೆಯ ಖಾತೆಯನ್ನು ಇನ್ನೂ ಹೊಂದಿಲ್ಲ."
"Re-seller ID: ","ಮರುಮಾರಾಟಗಾರರ ಐಡಿ: "
"You have no other address entries in your address book.","ನಿಮ್ಮ ವಿಳಾಸಪಟ್ಟಿಯಲ್ಲಿ ಇನ್ಯಾವುದೇ ವಿಳಾಸದ ನಮೂದುಗಳಿಲ್ಲ."
Contacts,ಸಂಪರ್ಕಗಳು
"Sales Representative","ಮಾರಾಟ ಪ್ರತಿನಿಧಿ"
"Role Information","ಹುದ್ದೆಯ ಮಾಹಿತಿ"
"Role Permissions","ಹುದ್ದೆಯ ಅನುಮತಿಗಳು"
"Save Role","ಹುದ್ದೆಯನ್ನು ಉಳಿಸಿ"
"Add New User","ಹೊಸ ಬಳಕೆದಾರರನ್ನು ಸೇರಿಸಿ"
"Dear %name,","ಪ್ರಿಯ %name,"
"When you sign in to your account, you can:","ನೀವು ನಿಮ್ಮ ಖಾತೆಗೆ ಪ್ರವೇಶಿಸಿದಾಗ, ನಿಮಗೆ ಇದೆಲ್ಲವೂ ಸಾಧ್ಯ:"
"You've been linked to a company","ನಿಮ್ಮನ್ನು ಸಂಸ್ಥೆಯೊಂದಕ್ಕೆ ಹೊಂದಿಸಲಾಗಿದೆ"
"A company has invited you to join","ಸಂಸ್ಥೆಯೊಂದು ನಿಮಗೆ ಸೇರಿಕೊಳ್ಳಲು ಆಹ್ವಾನಿಸಿದೆ"
"Dear %firstname","ಪ್ರಿಯ %firstname"
"Your account is now active","ನಿಮ್ಮ ಖಾತೆ ಈಗ ಸಕ್ರಿಯವಾಗಿದೆ"
"Your account is now active. You can use it to login to the <a href=""%customer_url"">website</a>.","ನಿಮ್ಮ ಖಾತೆ ಈಗ ಸಕ್ರಿಯವಾಗಿದೆ. ನೀವು ಇದನ್ನು <a href=""%customer_url"">ಜಾಲತಾಣ</a> ಕ್ಕೆ ಲಾಗಿನ್ ಆಗಲು ಬಳಸಬಹುದು."
"Your account is locked","ನಿಮ್ಮ ಖಾತೆಯನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ"
"Your account is no longer active. You will not be able to use it for login.","ನಿಮ್ಮ ಖಾತೆ ಈಗ ನಿಷ್ಕ್ರಿಯವಾಗಿದೆ. ನೀವು ಇದನ್ನು ಲಾಗಿನ್ ಆಗಲು ಬಳಸಲು ಆಗುವುದಿಲ್ಲ."
"Your account set inactive","ನಿಮ್ಮ ಖಾತೆ ಈಗ ನಿಷ್ಕ್ರಿಯವಾಗಿದೆ"
"New company registration request","ಸಂಸ್ಥೆ ನೋಂದಣಿಯ ಹೊಸ ವಿನಂತಿ"
"Company: %company","ಸಂಸ್ಥೆ: %company"
"Your company account is active","ನಿಮ್ಮ ಸಂಸ್ಥೆಯ ಖಾತೆ ಸಕ್ರಿಯವಾಗಿದೆ"
"When you sign in to your account, you will be able to:","ನೀವು ನಿಮ್ಮ ಖಾತೆಗೆ ಪ್ರವೇಶಿಸಿದಾಗ, ನಿಮಗೆ ಇದೆಲ್ಲವೂ ಸಾಧ್ಯ:"
"Your company account blocked","ನಿಮ್ಮ ಸಂಸ್ಥೆಯ ಖಾತೆಯನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ"
"Your company account suspended","ನಿಮ್ಮ ಸಂಸ್ಥೆಯ ಖಾತೆಯನ್ನು ಅಮಾನತ್ತಿನಲ್ಲಿಡಲಾಗಿದೆ"
"Your company registration request rejected","ನಿಮ್ಮ ಸಂಸ್ಥೆಯ ನೋಂದಣಿ ವಿನಂತಿಯನ್ನು ತಿರಸ್ಕರಿಸಲಾಗಿದೆ"
"Show Active Users","ಸಕ್ರಿಯ ಬಳಕೆದಾರರನ್ನು ಪ್ರದರ್ಶಿಸಿ"
"Show Inactive Users","ನಿಷ್ಕ್ರಿಯ ಬಳಕೆದಾರರನ್ನು ಪ್ರದರ್ಶಿಸಿ"
"Show All Users","ಎಲ್ಲಾ ಬಳಕೆದಾರರನ್ನು ಪ್ರದರ್ಶಿಸಿ"
"Delete a Company?","ಸಂಸ್ಥೆಯನ್ನು ಅಳಿಸಿ?"
"Cannot Delete the Company Admin","ಸಂಸ್ಥೆಯ ಆಡಳಿತಾಧಿಕಾರಿಯನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ"
"No results","ಯಾವುದೇ ಫಲಿತಾಂಶಗಳಿಲ್ಲ"
Proceed,ಮುಂದುವರೆಯಿರಿ
"Change Company Status?","ಸಂಸ್ಥೆಯ ಸ್ಥಿತಿಯನ್ನು ಬದಲಿಸಿ?"
"Cannot delete the user","ಈ ಬಳಕೆದಾರರನ್ನು ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ"
"This user cannot be deleted because he/she is a company admin.","ಈ ಬಳಕೆದಾರರನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ, ಏಕೆಂದರೆ ಅವನು/ಅವಳು ಸಂಸ್ಥೆಯ ಆಡಳಿತಾಧಿಕಾರಿ."
"Edit User","ಬಳಕೆದಾರರನ್ನು ಸಂಪಾದಿಸಿ"
"Cannot Delete User","ಈ ಬಳಕೆದಾರರನ್ನು ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ"
"Delete this user?","ಈ ಬಳಕೆದಾರರನ್ನು ಅಳಿಸುವುದೇ?"
"Edit Team","ತಂಡವನ್ನು ಸಂಪಾದಿಸಿ"
"Cannot Delete This Team","ಈ ತಂಡವನ್ನು ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ"
"Delete this team?","ಈ ತಂಡವನ್ನು ಅಳಿಸುವುದೇ?"
"Delete This Role?","ಈ ಹುದ್ದೆಯನ್ನು ಅಳಿಸುವುದೇ?"
"Cannot Delete Role","ಹುದ್ದೆಯನ್ನು ಅಳಿಸಲಾಗುವುದಿಲ್ಲ"
"Cannot Delete Customer","ಬಳಕೆದಾರರನ್ನು ಅಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ"
"Set as Inactive",ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಿ
"Manage Companies","ಸಂಸ್ಥೆಗಳನ್ನು ನಿರ್ವಹಿಸಿ"
"Company Configuration Section","ಸಂಸ್ಥೆಯ ಸಂರಚನೆ ವಿಭಾಗ"
"Enable Company","ಸಂಸ್ಥೆಯನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ"
"Company Configuration","ಸಂಸ್ಥೆಯ ಸಂರಚನೆ"
"Email Options - Company Registration","ಮಿಂಚೆ ಆಯ್ಕೆಗಳು - ಸಂಸ್ಥೆಯ ನೋಂದಣಿ"
Comma-separated,ಕಾಮಾ-ವಿಭಜಿತ
"Customer-Related Emails","ಗ್ರಾಹಕ-ಸಂಬಂಧಿತ ಮಿಂಚೆಗಳು"
"This email is sent to the customer only.","ಈ ಮಿಂಚೆಯನ್ನು ಗ್ರಾಹಕರಿಗೆ ಮಾತ್ರ ಕಳುಹಿಸಲಾಗುವುದು."
"Company Status Change","ಸಂಸ್ಥೆಯ ಸ್ಥಿತಿ ಬದಲಾವಣೆ"
"Account Information (View)","ಖಾತೆಯ ಮಾಹಿತಿ (ವೀಕ್ಷಿಸಿ)"
"Legal Address (View)","ಕಾನೂನಾತ್ಮಕ ವಿಳಾಸ (ನೋಟ)"
"Contacts (View)","ಸಂಪರ್ಕಗಳು (ವೀಕ್ಷಿಸಿ)"
"Company User Management","ಸಂಸ್ಥೆಯ ಬಳಕೆದಾರರ ನಿರ್ವಹಣೆ"
"View roles and permissions","ಹುದ್ದೆ ಮತ್ತು ಅನುಮತಿಗಳನ್ನು ವೀಕ್ಷಿಸಿ"
"Manage roles and permissions","ಹುದ್ದೆ ಮತ್ತು ಅನುಮತಿಗಳನ್ನು ನಿರ್ವಹಿಸಿ"
"View users and teams","ಬಳಕೆದಾರರು ಮತ್ತು ತಂಡಗಳನ್ನು ವೀಕ್ಷಿಸಿ"
"Manage users and teams","ಬಳಕೆದಾರರು ಮತ್ತು ತಂಡಗಳನ್ನು ನಿರ್ವಹಿಸಿ"
Sales,ವ್ಯಾಪಾರಗಳು
"Allow Checkout","ಚೆಕೌಟ್ ಅನುಮತಿಸಿ"
"View orders","ವ್ಯಾಪಾರಾದೇಶ ವೀಕ್ಷಿಸಿ"
"Set a Company as Active","ಸಂಸ್ಥೆ ಸಕ್ರಿಯವಾಗಿರುವಂತೆ ಹೊಂದಿಸಿ"
"Set Active",ಸಕ್ರಿಯಗೊಳಿಸಿ
